M000,21.44380306,-30.71292524
M001,21.44390085,-30.71260539
M002,21.44355442,-30.71307843
M003,21.44319474,-30.71288049
M004,21.44259918,-30.71333651
M005,21.44282392,-30.71360891
M006,21.44369852,-30.71372031
M007,21.4429543,-30.71468778
M008,21.44291274,-30.71588095
M009,21.44422681,-30.71440232
M010,21.444809,-30.71567238
M011,21.44476593,-30.7142314
M012,21.44535056,-30.71437675
M013,21.44636072,-30.71460427
M014,21.44681895,-30.71363266
M015,21.44608845,-30.71303153
M016,21.44689743,-30.71273217
M017,21.44597304,-30.71206826
M018,21.44499267,-30.71327305
M019,21.44567218,-30.71362797
M020,21.44490234,-30.71375803
M021,21.44079994,-30.71400721
M022,21.44052529,-30.71233809
M023,21.43999592,-30.71105094
M024,21.44022471,-30.70970248
M025,21.44198987,-30.70902091
M026,21.44285617,-30.71090172
M027,21.44431225,-30.71126445
M028,21.44335543,-30.71184184
M029,21.44296272,-30.71217469
M030,21.44567669,-30.7100276
M031,21.44646253,-30.71021016
M032,21.44870382,-30.7094729
M033,21.44995027,-30.70326373
M034,21.44762369,-30.71131072
M035,21.44792048,-30.71268726
M036,21.44794236,-30.71367768
M037,21.447859,-30.71519796
M038,21.44611607,-30.71618829
M039,21.44653843,-30.71639649
M040,21.44360936,-30.71747896
M041,21.440888,-30.71702307
M042,21.44011369,-30.71520674
M043,21.43731453,-30.71221265
M044,21.43453602,-30.70564016
M045,21.42475874,-30.70864938
M046,21.42857562,-30.69525542
M047,21.43785295,-30.71572093
M048,21.4146123,-30.68682094
M049,21.40625266,-30.70711438
M050,21.42246555,-30.71866252
M051,21.43501372,-30.7179944
M052,21.43769653,-30.72141485
M053,21.44398726,-30.72281975
M054,21.45299144,-30.71556328
M055,21.45643282,-30.7101845
M056,21.46057174,-30.70684555
M057,21.44696358,-30.68165598
M058,21.4731677,-30.68682094
M059,21.48236368,-30.7042055
M060,21.47958867,-30.72764899
M061,21.44371766,-30.73201279
M062,21.42884892,-30.73363457
M063,21.40819133,-30.72764899
M000,21.44380306,-30.71292524
M001,21.44390085,-30.71260539
M002,21.44355442,-30.71307843
M003,21.44319474,-30.71288049
M004,21.44259918,-30.71333651
M005,21.44282392,-30.71360891
M006,21.44369852,-30.71372031
M007,21.4429543,-30.71468778
M008,21.44291274,-30.71588095
M009,21.44422681,-30.71440232
M010,21.444809,-30.71567238
M011,21.44476593,-30.7142314
M012,21.44535056,-30.71437675
M013,21.44636072,-30.71460427
M014,21.44681895,-30.71363266
M015,21.44608845,-30.71303153
M016,21.44689743,-30.71273217
M017,21.44597304,-30.71206826
M018,21.44499267,-30.71327305
M019,21.44567218,-30.71362797
M020,21.44490234,-30.71375803
M021,21.44079994,-30.71400721
M022,21.44052529,-30.71233809
M023,21.43999592,-30.71105094
M024,21.44022471,-30.70970248
M025,21.44198987,-30.70902091
M026,21.44285617,-30.71090172
M027,21.44431225,-30.71126445
M028,21.44335543,-30.71184184
M029,21.44296272,-30.71217469
M030,21.44567669,-30.7100276
M031,21.44646253,-30.71021016
M032,21.44870382,-30.7094729
M033,21.44995027,-30.70326373
M034,21.44762369,-30.71131072
M035,21.44792048,-30.71268726
M036,21.44794236,-30.71367768
M037,21.447859,-30.71519796
M038,21.44611607,-30.71618829
M039,21.44653843,-30.71639649
M040,21.44360936,-30.71747896
M041,21.440888,-30.71702307
M042,21.44011369,-30.71520674
M043,21.43731453,-30.71221265
M044,21.43453602,-30.70564016
M045,21.42475874,-30.70864938
M046,21.42857562,-30.69525542
M047,21.43785295,-30.71572093
M048,21.4146123,-30.68682094
M049,21.40625266,-30.70711438
M050,21.42246555,-30.71866252
M051,21.43501372,-30.7179944
M052,21.43769653,-30.72141485
M053,21.44398726,-30.72281975
M054,21.45299144,-30.71556328
M055,21.45643282,-30.7101845
M056,21.46057174,-30.70684555
M057,21.44696358,-30.68165598
M058,21.4731677,-30.68682094
M059,21.48236368,-30.7042055
M060,21.47958867,-30.72764899
M061,21.44371766,-30.73201279
M062,21.42884892,-30.73363457
M063,21.40819133,-30.72764899
SKA001,21.449412,-30.71329
SKA002,21.443214,-30.711544
SKA003,21.442342,-30.710966
SKA004,22.22079733,-30.26902271
SKA005,20.89338592,-30.26224096
SKA006,21.1123432,-30.26067171
SKA007,21.28299042,-30.30307255
SKA008,20.59737551,-30.30865922
SKA009,21.4236039,-30.3609729
SKA010,21.48118526,-30.43735261
SKA011,22.16226869,-30.50156924
SKA012,21.53695202,-30.49523798
SKA013,21.57663527,-30.56085037
SKA014,21.56851985,-30.62257777
SKA015,21.374214,-30.638584
SKA016,21.32584356,-30.64372728
SKA017,21.4063313,-30.642963
SKA018,21.42642666,-30.6536853
SKA019,21.27685507,-30.65892183
SKA020,21.45176724,-30.65931641
SKA021,22.04977225,-30.66191316
SKA022,21.57385067,-30.66960267
SKA023,21.46088514,-30.67446849
SKA024,21.46210788,-30.68665739
SKA025,21.23102409,-30.68605548
SKA026,21.46402731,-30.69234894
SKA027,21.55113077,-30.69497333
SKA028,21.42993471,-30.70112684
SKA029,21.4344917,-30.701264
SKA030,21.439049,-30.702356
SKA031,21.4215593,-30.70258
SKA032,21.4645868,-30.702805
SKA033,21.4444697,-30.704982
SKA034,21.4135728,-30.706149
SKA035,21.4409894,-30.706517
SKA036,21.4453007,-30.70782
SKA037,21.4622289,-30.708744
SKA038,21.4405906,-30.708913
SKA039,21.4436864,-30.709254
SKA040,21.4346288,-30.709314
SKA041,21.4416387,-30.71069
SKA042,21.4451202,-30.711168
SKA043,21.4390904,-30.711278
SKA044,21.4437639,-30.71128
SKA045,21.4522796,-30.711729
SKA046,21.4443592,-30.711825
SKA047,21.4405425,-30.711918
SKA048,21.4423558,-30.712025
SKA049,21.4435744,-30.712107
SKA050,21.4444375,-30.712193
SKA051,21.4439168,-30.712207
SKA052,21.4426256,-30.71221
SKA053,21.4433231,-30.712317
SKA054,21.4473345,-30.712406
SKA055,21.4416585,-30.712409
SKA056,21.4436675,-30.712428
SKA057,21.4429691,-30.71245
SKA058,21.4422514,-30.712485
SKA059,21.4442278,-30.712544
SKA060,21.4052401,-30.712547
SKA061,21.445672,-30.712552
SKA062,21.4432796,-30.712597
SKA063,21.4352434,-30.712648
SKA064,21.4426044,-30.712715
SKA065,21.4429391,-30.712722
SKA066,21.4445107,-30.71285
SKA067,21.4451171,-30.712941
SKA068,21.4419132,-30.71295
SKA069,21.4426862,-30.712981
SKA070,21.45839335,-30.71299125
SKA071,21.4441059,-30.712991
SKA072,21.4423381,-30.71309
SKA073,21.4432221,-30.713174
SKA074,21.442917,-30.71328
SKA075,21.4439358,-30.713328
SKA076,21.4442883,-30.713364
SKA077,21.4400382,-30.713405
SKA078,21.4422628,-30.713413
SKA079,21.4435953,-30.713434
SKA080,21.4432548,-30.71348
SKA081,21.4446124,-30.713603
SKA082,21.4440499,-30.713665
SKA083,21.4377571,-30.713717
SKA084,21.4418779,-30.713786
SKA085,21.4424806,-30.713809
SKA086,21.4434036,-30.713858
SKA087,21.4427442,-30.714023
SKA088,21.4436833,-30.714159
SKA089,21.4457952,-30.71416
SKA090,21.4410498,-30.714684
SKA091,21.4435517,-30.714778
SKA092,21.4474835,-30.714879
SKA093,21.4421612,-30.714887
SKA094,21.4442517,-30.715123
SKA095,21.4398972,-30.71568
SKA096,21.4555383,-30.715743
SKA097,21.4439389,-30.716027
SKA098,21.4376419,-30.716174
SKA099,21.4449919,-30.716377
SKA100,21.4490364,-30.717223
SKA101,21.444662,-30.718358
SKA102,21.4363558,-30.71874
SKA103,21.4402166,-30.719265
SKA104,21.4472659,-30.720233
SKA105,21.53229856,-30.72375434
SKA106,21.43284944,-30.72091251
SKA107,21.3974997,-30.722426
SKA108,21.43389914,-30.72517868
SKA109,21.4376456,-30.729515
SKA110,21.51112423,-30.73479045
SKA111,21.4424172,-30.734251
SKA112,21.18376996,-30.72881114
SKA113,21.3917083,-30.736333
SKA114,21.45243193,-30.73975934
SKA115,21.49322185,-30.73705092
SKA116,21.4602722,-30.742016
SKA117,21.4728481,-30.736715
SKA118,21.39467576,-30.75229296
SKA119,21.3971606,-30.77855145
SKA120,21.92322223,-30.77914953
SKA121,21.4068432,-30.80312121
SKA122,21.1448195,-30.80984136
SKA123,21.42369086,-30.8415849
SKA124,21.80449227,-30.84449024
SKA125,21.4589582,-30.8652901
SKA126,21.52700126,-30.87961235
SKA127,21.6973379,-30.883676
SKA128,21.63561248,-30.86917657
SKA129,21.10890461,-30.91061099
SKA130,21.0771837,-31.04189381
SKA131,21.16952104,-31.20125506
SKA132,21.26782295,-31.34077263
SKA133,21.49901372,-31.5195923
C_BASS,21.98026397,-30.97151195
